lfdn,prompt_A,raw_response,SPD,Die Linke,Grünen,CDU/CSU,FDP,AfD,predicted_vote,vote
229,"Ich bin 64 Jahre alt. Ich bin männlich. Ich habe einen Hauptschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. ","{""parteien"": [{""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 30}, {""name"": ""SPD"", ""wahrscheinlichkeit"": 40}, {""name"": ""Grünen"", ""wahrscheinlichkeit"": 10}, {""name"": ""AfD"", ""wahrscheinlichkeit"": 15}, {""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5}, {""name"": ""FDP"", ""wahrscheinlichkeit"": 0}]}",40.0,5.0,10.0,30.0,0.0,15.0,SPD,SPD
231,"Ich bin 78 Jahre alt. Ich bin männlich. Ich habe Abitur. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein.  Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 15 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 10 } ] }",30.0,20.0,15.0,20.0,10.0,5.0,SPD,FDP
232,"Ich bin 76 Jahre alt. Ich bin männlich. Ich habe einen Hauptschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 35 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 25 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 5 } ] }",20.0,5.0,10.0,35.0,5.0,25.0,CDU/CSU,Die Linke
233,"Ich bin 74 Jahre alt. Ich bin männlich. Ich habe einen Hauptschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 40 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 5 } ] }",20.0,5.0,10.0,40.0,5.0,20.0,CDU/CSU,Bündnis 90/Die Grünen
234,"Ich bin 24 Jahre alt. Ich bin weiblich. Ich habe Abitur. Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. Ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [
  {""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 30},
  {""name"": ""SPD"", ""wahrscheinlichkeit"": 20},
  {""name"": ""Grünen"", ""wahrscheinlichkeit"": 25},
  {""name"": ""AfD"", ""wahrscheinlichkeit"": 5},
  {""name"": ""Die Linke"", ""wahrscheinlichkeit"": 10},
  {""name"": ""FDP"", ""wahrscheinlichkeit"": 10}
] }",20.0,10.0,25.0,30.0,10.0,5.0,CDU/CSU,CDU/CSU
236,"Ich bin 19 Jahre alt. Ich bin weiblich. Ich habe Abitur. Ich bin in Ausbildung. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""SPD"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 25 }, { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 15 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 5 } ] }",30.0,15.0,25.0,20.0,5.0,5.0,SPD,CDU/CSU
237,"Ich bin 42 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [
    {""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 10},
    {""name"": ""SPD"", ""wahrscheinlichkeit"": 20},
    {""name"": ""Grünen"", ""wahrscheinlichkeit"": 40},
    {""name"": ""AfD"", ""wahrscheinlichkeit"": 5},
    {""name"": ""Die Linke"", ""wahrscheinlichkeit"": 15},
    {""name"": ""FDP"", ""wahrscheinlichkeit"": 10}
] }",20.0,15.0,40.0,10.0,10.0,5.0,Grünen,Bündnis 90/Die Grünen
239,"Ich bin 52 Jahre alt. Ich bin weiblich. Ich habe Abitur. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 60 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 3 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 2 } ] }",20.0,3.0,5.0,60.0,2.0,10.0,CDU/CSU,CDU/CSU
240,"Ich bin 52 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 80 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 2 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 8 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 3 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 2 } ] }",5.0,3.0,2.0,80.0,2.0,8.0,CDU/CSU,CDU/CSU
242,"Ich bin 32 Jahre alt. Ich bin weiblich. Ich habe Abitur. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin in Ausbildung. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 60 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 15 }, { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 5 } ] }",15.0,5.0,60.0,10.0,5.0,5.0,Grünen,Bündnis 90/Die Grünen
243,"Ich bin 55 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{""parteien"": [
    {""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 25},
    {""name"": ""SPD"", ""wahrscheinlichkeit"": 20},
    {""name"": ""Grünen"", ""wahrscheinlichkeit"": 10},
    {""name"": ""AfD"", ""wahrscheinlichkeit"": 30},
    {""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5},
    {""name"": ""FDP"", ""wahrscheinlichkeit"": 10}
]}",20.0,5.0,10.0,25.0,10.0,30.0,AfD,CDU/CSU
245,"Ich bin 38 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 40 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 15 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 5 } ] }",30.0,5.0,15.0,40.0,5.0,5.0,CDU/CSU,FDP
248,"Ich bin 69 Jahre alt. Ich bin männlich. Ich habe einen Hauptschulabschluss. Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei FDP. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""FDP"", ""wahrscheinlichkeit"": 40 }, { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 3 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 2 } ] }",5.0,2.0,3.0,30.0,40.0,20.0,FDP,FDP
249,"Ich bin 56 Jahre alt. Ich bin weiblich. Ich habe einen Realschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich mäßig mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 25 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 10 } ] }",20.0,30.0,25.0,5.0,10.0,10.0,Die Linke,SPD
250,"Ich bin 75 Jahre alt. Ich bin weiblich. Ich habe einen Hauptschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 60 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 3 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 2 } ] }",20.0,3.0,5.0,60.0,2.0,10.0,CDU/CSU,CDU/CSU
251,"Ich bin 43 Jahre alt. Ich bin weiblich. Ich habe Abitur. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 25 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 10 } ] }",25.0,10.0,20.0,30.0,10.0,5.0,CDU/CSU,CDU/CSU
252,"Ich bin 49 Jahre alt. Ich bin männlich. Ich habe einen Hochschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{""parteien"": [
    {""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 40},
    {""name"": ""SPD"", ""wahrscheinlichkeit"": 30},
    {""name"": ""Grünen"", ""wahrscheinlichkeit"": 15},
    {""name"": ""AfD"", ""wahrscheinlichkeit"": 5},
    {""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5},
    {""name"": ""FDP"", ""wahrscheinlichkeit"": 5}
]}",30.0,5.0,15.0,40.0,5.0,5.0,CDU/CSU,CDU/CSU
62,"Ich bin 45 Jahre alt. Ich bin männlich. Ich habe Abitur. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""SPD"", ""wahrscheinlichkeit"": 60 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 3 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 2 } ] }",60.0,10.0,20.0,5.0,2.0,3.0,SPD,SPD
63,"Ich bin 73 Jahre alt. Ich bin männlich. Ich habe einen Hochschulabschluss. Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [
    { ""name"": ""SPD"", ""wahrscheinlichkeit"": 60 },
    { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 20 },
    { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 10 },
    { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 5 },
    { ""name"": ""AfD"", ""wahrscheinlichkeit"": 3 },
    { ""name"": ""FDP"", ""wahrscheinlichkeit"": 2 }
] }",60.0,10.0,20.0,5.0,2.0,3.0,SPD,SPD
64,"Ich bin 55 Jahre alt. Ich bin männlich. Ich habe einen Hochschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mäßig mit der Partei AfD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""AfD"", ""wahrscheinlichkeit"": 60 }, { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 2 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 1 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 2 } ] }",2.0,1.0,2.0,30.0,5.0,60.0,AfD,AfD
66,"Ich bin 55 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 25 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 10 } ] }",25.0,5.0,10.0,20.0,10.0,30.0,AfD,CDU/CSU
67,"Ich bin 31 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Bündnis 90/Die Grünen. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 80 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 3 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 1 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 1 } ] }",10.0,5.0,80.0,3.0,1.0,1.0,Grünen,Bündnis 90/Die Grünen
68,"Ich bin 26 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 25 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 10 } ] }",20.0,25.0,30.0,10.0,10.0,5.0,Grünen,Bündnis 90/Die Grünen
69,"Ich bin 61 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich habe ein niedriges monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei AfD. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""AfD"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 25 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 10 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 10 } ] }",10.0,25.0,10.0,20.0,5.0,30.0,AfD,SPD
70,"Ich bin 54 Jahre alt. Ich bin weiblich. Ich habe einen Hochschulabschluss. Ich habe ein hohes monatliches Haushalts-Nettoeinkommen. Ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei FDP. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte keine Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{""parteien"": [{""name"": ""FDP"", ""wahrscheinlichkeit"": 60}, {""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 15}, {""name"": ""SPD"", ""wahrscheinlichkeit"": 10}, {""name"": ""Grünen"", ""wahrscheinlichkeit"": 5}, {""name"": ""AfD"", ""wahrscheinlichkeit"": 5}, {""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5}]}",10.0,5.0,5.0,15.0,60.0,5.0,FDP,FDP
71,"Ich bin 56 Jahre alt. Ich bin männlich. Ich habe einen Realschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{""parteien"": [{""name"": ""Die Linke"", ""wahrscheinlichkeit"": 60}, {""name"": ""SPD"", ""wahrscheinlichkeit"": 20}, {""name"": ""Grünen"", ""wahrscheinlichkeit"": 10}, {""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 5}, {""name"": ""AfD"", ""wahrscheinlichkeit"": 3}, {""name"": ""FDP"", ""wahrscheinlichkeit"": 2}]}",20.0,60.0,10.0,5.0,2.0,3.0,Die Linke,SPD
73,"Ich bin 53 Jahre alt. Ich bin weiblich. Ich habe einen Realschulabschluss. Ich habe ein mittleres monatliches Haushalts-Nettoeinkommen. Ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein.  Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [ { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 25 }, { ""name"": ""SPD"", ""wahrscheinlichkeit"": 30 }, { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 15 }, { ""name"": ""AfD"", ""wahrscheinlichkeit"": 20 }, { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 5 }, { ""name"": ""FDP"", ""wahrscheinlichkeit"": 5 } ] }",30.0,5.0,15.0,25.0,5.0,20.0,SPD,FDP
74,"Ich bin 64 Jahre alt. Ich bin weiblich. Ich habe Abitur. Ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Westdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern. Ich finde, die Regierung sollte Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. ","{ ""parteien"": [
    { ""name"": ""CDU/CSU"", ""wahrscheinlichkeit"": 5 },
    { ""name"": ""SPD"", ""wahrscheinlichkeit"": 30 },
    { ""name"": ""Grünen"", ""wahrscheinlichkeit"": 40 },
    { ""name"": ""AfD"", ""wahrscheinlichkeit"": 0 },
    { ""name"": ""Die Linke"", ""wahrscheinlichkeit"": 20 },
    { ""name"": ""FDP"", ""wahrscheinlichkeit"": 5 }
] }",30.0,20.0,40.0,5.0,5.0,0.0,Grünen,Bündnis 90/Die Grünen
